flow	key	kind	english	czech_current	czech_native
09 · List item wizard	listing.goPublic.stripeFinishForm	string	Almost there — finish ID + bank in the secure form, then tap refresh.	Skoro hotovo — dokončete doklad a účet v zabezpečeném formuláři a klepněte na obnovit.	
09 · List item wizard	listing.goPublic.stripeOnboardingComplete	string	Payout setup complete — you're ready to receive money.	Nastavení výplat hotové — můžete přijímat peníze.	
09 · List item wizard	listing.goPublic.stripePayoutsEnabled	string	Payouts enabled — neighbors can pay you by card.	Výplaty povoleny — sousedé vám můžou platit kartou.	
09 · List item wizard	listing.goPublic.stripePending	string	Verify your ID and connect a bank (powered by Stripe) so neighbors can pay you securely.	Ověřte doklad a připojte banku (přes Stripe), aby vám sousedé mohli bezpečně platit.	
09 · List item wizard	listing.goPublic.stripeTitle	string	Connect finances	Připojit finance	
09 · List item wizard	listing.goPublic.subtitle	string	Sign in to publish. One gentle step left so neighbors can pay you.	Přihlaste se a publikujte. Zbývá jemný krok, aby vám sousedé mohli platit.	
09 · List item wizard	listing.goPublic.tip()	fn	{{1}}: You can go live now to get neighbors browsing. Connect finances when you're ready for card payments — Stripe handles the secure ID check.	{{1}}: Můžete jít živě a nechat sousedy prohlížet. Finance připojte, až budete chtít platby kartou — Stripe bezpečně ověří doklad.	
09 · List item wizard	listing.goPublic.title	string	Almost there	Skoro hotovo	
09 · List item wizard	listing.goPublicTitle	string	Go public	Jít veřejně	
09 · List item wizard	listing.howQrWorks	string	How your QR works	Jak funguje váš QR	
09 · List item wizard	listing.intro.goToSlideAria()	fn	Go to slide {{1}}	Přejít na snímek {{1}}	
09 · List item wizard	listing.intro.slideGoLiveTip	string	Neighbors can browse your garage — share, boost, or let the showcase work for you.	Sousedé můžou procházet vaši garáž — sdílejte, boostujte, nebo nechte vitrínu pracovat za vás.	
09 · List item wizard	listing.intro.slideGoLiveTitle	string	Go live on the block	Jděte živě na blok	
09 · List item wizard	listing.intro.slideShowcaseTip()	fn	{{1}} filled in the details — just check the shelf info.	{{1}} doplnil detaily — jen zkontrolujte údaje na polici.	
09 · List item wizard	listing.intro.slideShowcaseTitle	string	Your showcase, ready in seconds	Vitrína hotová během chvilky	
09 · List item wizard	listing.intro.slideSnapTip	string	Snap a photo on your shelf — I'll help with the rest.	Vyfoťte věc na polici — se zbytkem pomůžu já.	
09 · List item wizard	listing.intro.slideSnapTitle	string	Snap from your garage	Vyfoťte z garáže	
09 · List item wizard	listing.itemInfo.askImprove()	fn	✨ Ask {{1}} to improve	✨ Požádat {{1}} o vylepšení	
09 · List item wizard	listing.itemInfo.category	string	Category	Kategorie	
09 · List item wizard	listing.itemInfo.condition	string	Condition	Stav	
09 · List item wizard	listing.itemInfo.conditionFair	string	Fair	Uspokojivé	
09 · List item wizard	listing.itemInfo.conditionGood	string	Good	Dobré	
09 · List item wizard	listing.itemInfo.conditionLikeNew	string	Like New	Jako nové	
09 · List item wizard	listing.itemInfo.conditionNew	string	New	Nové	
09 · List item wizard	listing.itemInfo.description	string	Description	Popis	
09 · List item wizard	listing.itemInfo.descriptionPlaceholder	string	Describe your item, included accessories, condition details...	Popište položku, příslušenství, detaily stavu...	
09 · List item wizard	listing.itemInfo.fieldTitle	string	Title	Název	
09 · List item wizard	listing.itemInfo.grade	string	Grade	Třída	
09 · List item wizard	listing.itemInfo.gradeHint	string	Personal = home, hobby, occasional use · Professional = commercial, heavy duty	Osobní = domácnost, koníček, občasné použití · Profesionální = komerční, heavy duty	
09 · List item wizard	listing.itemInfo.instructionsHelper	string	Shown as Instructions button on your listing	Zobrazí se jako tlačítko Pokyny u nabídky	
09 · List item wizard	listing.itemInfo.instructionsPlaceholder	string	https://... link to manual or tutorial video	https://... odkaz na manuál nebo tutoriál	
09 · List item wizard	listing.itemInfo.instructionsUrl	string	Instructions / manual URL	URL návodu / manuálu	
09 · List item wizard	listing.itemInfo.notSureValue	string	Not sure about the value?	Nejste si jistí hodnotou?	
09 · List item wizard	listing.itemInfo.personal	string	Personal	Osobní	
09 · List item wizard	listing.itemInfo.professional	string	Professional	Profesionální	
09 · List item wizard	listing.itemInfo.replacementValue	string	Estimated Replacement Value	Odhadovaná náhradní hodnota	
09 · List item wizard	listing.itemInfo.replacementValueHelper	string	Cost to buy new — used for deposit protection ceiling	Cena nové — strop pro ochranu kauce	
09 · List item wizard	listing.itemInfo.rewriting()	fn	{{1}} is rewriting...	{{1}} přepisuje...	
09 · List item wizard	listing.itemInfo.searchPriceLink()	fn	"Search ""{{1}} price new"""	Hledat „{{1}} price new“	
09 · List item wizard	listing.itemInfo.selectCategory	string	Select category	Vyberte kategorii	
09 · List item wizard	listing.itemInfo.selectGradeFirst	string	Select grade first	Nejdřív vyberte třídu	
09 · List item wizard	listing.itemInfo.selectGradeForSubs	string	Select Personal or Professional above to see subcategories	Vyberte výše Osobní nebo Profesionální pro podkategorie	
09 · List item wizard	listing.itemInfo.selectSubcategory	string	Select subcategory	Vyberte podkategorii	
09 · List item wizard	listing.itemInfo.subcategory	string	Subcategory	Podkategorie	
09 · List item wizard	listing.itemInfo.subtitle	string	Tell renters what you're listing.	Řekněte nájemcům, co vystavujete.	
09 · List item wizard	listing.itemInfo.subtitleYardSale	string	Photo first — we skip categories on garage-sale shelves.	Nejdřív fotka — u garážového výprodeje kategorie přeskočíme.	
09 · List item wizard	listing.itemInfo.title	string	Item details	Detaily položky	
09 · List item wizard	listing.itemInfo.titlePlaceholder	string	e.g., Milwaukee M18 Compact Drill Kit	např. Milwaukee M18 Compact Drill Kit	
09 · List item wizard	listing.itemInfo.titleYardSale	string	Sale item	Položka na prodej	
09 · List item wizard	listing.itemInfo.yardSaleBadge	string	On your garage sale shelf · For sale	Na polici garážového výprodeje · Na prodej	
09 · List item wizard	listing.listingActive	string	Listing active	Nabídka aktivní	
09 · List item wizard	listing.loadingListing	string	Loading listing…	Načítám nabídku…	
09 · List item wizard	listing.modes.dailyRate	string	Daily rate	Denní sazba	
09 · List item wizard	listing.modes.depositProtectionNote()	fn	💡 {{1}} via Stripe hold — released when the item is returned.	💡 {{1}} přes Stripe hold — uvolní se, když se věc vrátí.	
09 · List item wizard	listing.modes.gift	string	Free	Zdarma	
09 · List item wizard	listing.modes.giftSubtitle	string	Give it away for free	Darujte zdarma	
09 · List item wizard	listing.modes.howToPrice	string	How to price?	Jak nacenit?	
09 · List item wizard	listing.modes.longTermBody	string	Optional monthly pricing for bookings 30+ days.	Volitelná měsíční cena pro rezervace 30+ dní.	
09 · List item wizard	listing.modes.longTermHelp()	fn	Example only: some hosts start around {{1}} for long stays, then adjust based on demand and wear.	Jen příklad: někteří hostitelé začínají kolem {{1}} u dlouhých pobytů a pak upraví podle poptávky a opotřebení.	
09 · List item wizard	listing.modes.longTermMonthlyRate	string	Monthly rate (30+ days)	Měsíční sazba (30+ dní)	
09 · List item wizard	listing.modes.longTermRentersNote	string	Renters will see monthly pricing for long bookings.	Nájemci uvidí měsíční cenu u dlouhých rezervací.	
09 · List item wizard	listing.modes.longTermTitle	string	Allow long-term rentals	Povolit dlouhodobé půjčky	
09 · List item wizard	listing.modes.longTermToggleAria	string	Toggle long-term rentals	Přepnout dlouhodobé půjčky	
09 · List item wizard	listing.modes.minimumPeriod	string	MINIMUM RENTAL PERIOD	MINIMÁLNÍ DOBA PŮJČKY	
09 · List item wizard	listing.modes.monthlyRate	string	Monthly rate	Měsíční sazba	
09 · List item wizard	listing.modes.period1Day	string	1 day	1 den	
09 · List item wizard	listing.modes.period1Month	string	1 month	1 měsíc	
09 · List item wizard	listing.modes.period1Week	string	1 week	1 týden	
09 · List item wizard	listing.modes.period2Weeks	string	2 weeks	2 týdny	
09 · List item wizard	listing.modes.period3Days	string	3 days	3 dny	
09 · List item wizard	listing.modes.pricingTipDefault	string	Leave prices blank and type what feels fair. After photos, I can suggest a starting point — I won’t fill the boxes for you.	Nechte pole prázdná a napište, co vám přijde férové. Po fotkách můžu navrhnout start — políčka za vás nevyplním.	
09 · List item wizard	listing.modes.pricingTipRoi()	fn	Nice — at that rate it pays for itself in about {{1}} rentals. Adjust anytime.	Dobrá cena — při této sazbě se to splatí zhruba po {{1}} půjčkách. Kdykoli upravíte.	
09 · List item wizard	listing.modes.pricingTipSuggestBoth()	fn	From the photos I’d start around {{1}}/day to rent, or about undefined to sell. Suggestion only — boxes stay empty until you choose.	Z fotek bych začal kolem {{1}}/den na půjčení, nebo asi undefined na prodej. Jen tip — políčka zůstanou prázdná, dokud si nevyberete.	
09 · List item wizard	listing.modes.pricingTipSuggestRent()	fn	From the photos I’d start around {{1}}/day to rent. Suggestion only — your box stays empty until you choose.	Z fotek bych začal kolem {{1}}/den na půjčení. Jen tip — políčko zůstane prázdné, dokud si nevyberete.	
09 · List item wizard	listing.modes.pricingTipSuggestSell()	fn	From the photos a fair sale ask is around {{1}}. Suggestion only — type your own or use mine.	Z fotek je férové začít prodej kolem {{1}}. Jen tip — napište vlastní, nebo použijte moji.	
09 · List item wizard	listing.modes.rent	string	Rent	Půjčit	
09 · List item wizard	listing.modes.rentSubtitleDailyWeekly	string	Earn daily or weekly	Vydělávejte denně nebo týdně	
09 · List item wizard	listing.modes.rentSubtitleDailyWeeklyMonthly	string	Earn daily, weekly or monthly	Vydělávejte denně, týdně nebo měsíčně	
09 · List item wizard	listing.modes.rentSubtitleMonthly	string	Earn monthly	Vydělávejte měsíčně	
09 · List item wizard	listing.modes.rentSubtitleWeeklyMonthly	string	Earn weekly or monthly	Vydělávejte týdně nebo měsíčně	
09 · List item wizard	listing.modes.restrictedModesNote	string	Some transaction modes are not available for this category.	Některé režimy transakcí pro tuto kategorii nejsou k dispozici.	
09 · List item wizard	listing.modes.salePrice	string	Sale price	Prodejní cena	
09 · List item wizard	listing.modes.securityDeposit	string	Security deposit	Kauce	
09 · List item wizard	listing.modes.securityDepositHint	string	Held via Stripe, released on return	Drženo přes Stripe, uvolní se při vrácení	
09 · List item wizard	listing.modes.sell	string	Sell	Prodat	
09 · List item wizard	listing.modes.sellNote	string	💡 Set 0 to give it away free (no separate Gift mode for now). Platform commission applies on paid sales.	💡 Nastavte 0 a darujte zdarma (samostatný režim Darovat zatím není). U placených prodejů platí provize platformy.	
09 · List item wizard	listing.modes.sellSubtitle	string	One-time sale, item leaves your hands	Jednorázový prodej, věc odejde z vašich rukou	
09 · List item wizard	listing.modes.subtitle	string	Rent it out, sell it, or both. Want to give it away? Use Sell with price $0.	Půjčte, prodejte, nebo obojí. Chcete darovat? Použijte Prodat s cenou $0.	
09 · List item wizard	listing.modes.title	string	How do you want to offer it?	Jak to chcete nabídnout?	
09 · List item wizard	listing.modes.useSuggestedPrices	string	Use my suggestion	Použít můj tip	
09 · List item wizard	listing.modes.weeklyRate	string	Weekly rate	Týdenní sazba	
09 · List item wizard	listing.photos.addMoreSlots	string	Add more photo slots (+4)	Přidat další sloty (+4)	
09 · List item wizard	listing.photos.addPhotoAria	string	Add photo	Přidat fotku	
09 · List item wizard	listing.photos.addVideo	string	Add video	Přidat video	
09 · List item wizard	listing.photos.aiFillsBody()	fn	Tap Continue — {{1}} suggests title, category, description, and price from your photos (about 10–30 seconds).	Klepněte na Pokračovat — {{1}} navrhne název, kategorii, popis a cenu z fotek (asi 10–30 sekund).	
09 · List item wizard	listing.photos.aiFillsTitle	string	AI fills the next step	AI vyplní další krok	
09 · List item wizard	listing.photos.chooseLibrary	string	Choose from library	Vybrat z knihovny	
09 · List item wizard	listing.photos.closePreviewAria	string	Close preview	Zavřít náhled	
09 · List item wizard	listing.photos.couldntAddPhoto()	fn	Couldn't add this photo. ({{1}})	Fotku se nepodařilo přidat. ({{1}})	
09 · List item wizard	listing.photos.cover	string	Cover	Titulní	
09 · List item wizard	listing.photos.displayFailed	string	Couldn't display this photo on your device.	Tuto fotku se na zařízení nepodařilo zobrazit.	
09 · List item wizard	listing.photos.enhancementUnavailable()	fn	Photo enhancement unavailable. Saved original photo. ({{1}})	Vylepšení fotky není k dispozici. Uložena původní fotka. ({{1}})	
09 · List item wizard	listing.photos.enhancing	string	Enhancing...	Vylepšuji...	
09 · List item wizard	listing.photos.listingPhotoAria	string	Listing photo	Fotka nabídky	
09 · List item wizard	listing.photos.loadingVideo	string	Loading video…	Načítám video…	
09 · List item wizard	listing.photos.nextPhotoAria	string	Next photo	Další fotka	
09 · List item wizard	listing.photos.previewAria	string	Photo preview	Náhled fotky	
09 · List item wizard	listing.photos.previousPhotoAria	string	Previous photo	Předchozí fotka	
09 · List item wizard	listing.photos.reanalyze	string	Re-analyze photos	Znovu analyzovat fotky	
09 · List item wizard	listing.photos.reanalyzing	string	Re-analyzing…	Znovu analyzuji…	
09 · List item wizard	listing.photos.removePhotoAria	string	Remove photo	Odebrat fotku	
09 · List item wizard	listing.photos.removeVideoAria	string	Remove video	Odebrat video	
09 · List item wizard	listing.photos.retryAria	string	Tap to retry	Klepněte pro opakování	
09 · List item wizard	listing.photos.setAsCover	string	Set as cover	Nastavit jako titulní	
09 · List item wizard	listing.photos.subtitle()	fn	Up to {{1}} photos and undefined videos. Tap any photo to view it. Long-press to reorder.	Až {{1}} fotek a undefined videí. Klepnutím fotku zobrazíte. Dlouhým stiskem přeuspořádáte.	
09 · List item wizard	listing.photos.takePhoto	string	Take photo	Vyfotit	
09 · List item wizard	listing.photos.tapToRetry	string	Tap to retry	Klepněte pro opakování	
09 · List item wizard	listing.photos.tipAnalyzed	string	I analyzed your photos — check Step 2, I filled in the details for you.	Fotky jsem analyzoval — v kroku 2 jsem vyplnil detaily.	
09 · List item wizard	listing.photos.tipDefault()	fn	Add at least one photo, then tap Continue — {{1}} fills in title, category, and price on the next step.	Přidejte alespoň jednu fotku a klepněte na Pokračovat — {{1}} na dalším kroku doplní název, kategorii a cenu.	
09 · List item wizard	listing.photos.tipYardSale()	fn	Add a photo of what's on your sale table — {{1}} fills title & price next.	Přidejte fotku z výprodejového stolu — {{1}} doplní název a cenu.	
09 · List item wizard	listing.photos.title	string	Add photos	Přidat fotky	
09 · List item wizard	listing.photos.videosHeading()	fn	Videos ({{1}}/undefined)	Videa ({{1}}/undefined)	
09 · List item wizard	listing.photos.viewCoverAria	string	View cover photo	Zobrazit titulní fotku	
09 · List item wizard	listing.photos.viewPhotoAria	string	View photo	Zobrazit fotku	
09 · List item wizard	listing.pickup.contactless	string	Contactless pickup	Bezkontaktní vyzvednutí	
09 · List item wizard	listing.pickup.contactlessDesc	string	Lockbox, porch, garage code, etc.	Schránka, veranda, kód garáže atd.	
09 · List item wizard	listing.pickup.contactlessPlaceholder	string	Access details: lockbox code, gate code, unit #, key location…	Detaily přístupu: kód schránky, brány, jednotky, místo klíče…	
09 · List item wizard	listing.pickup.contactlessUnlockHint	string	These access details are not on your public listing. They unlock for your confirmed renter at check-in with the pickup PIN — after they already have the pickup address.	Tyto detaily nejsou na veřejné nabídce. Odemknou se potvrzenému nájemci při check-inu s PIN vyzvednutí — až když už má adresu.	
09 · List item wizard	listing.pickup.deliveryHeading	string	Delivery	Doručení	
09 · List item wizard	listing.pickup.deliveryPolicy	string	Delivery before rental start and pickup after rental end count as one round-trip fee — not split 50/50, and not one-way host delivery with renter return.	Doručení před začátkem půjčky a vyzvednutí po konci je jeden poplatek za cestu tam i zpět — ne 50/50 a ne jednosměrné doručení hostitelem s návratem nájemcem.	
09 · List item wizard	listing.pickup.estimate	string	Estimate	Odhad	
09 · List item wizard	listing.pickup.estimateBase	string	Base	Základ	
09 · List item wizard	listing.pickup.estimateBody	string	This is a demo calculator. Only use it if it matches what you want to charge.	Toto je demo kalkulačka. Použijte ji jen tehdy, když odpovídá tomu, co chcete účtovat.	
09 · List item wizard	listing.pickup.estimateHeavy	string	Heavy item surcharge	Příplatek za těžkou položku	
09 · List item wizard	listing.pickup.estimateNoSurcharge	string	(no surcharge)	(bez příplatku)	
09 · List item wizard	listing.pickup.estimatePerMile	string	Per-mile (round trip)	Za míli (tam i zpět)	
09 · List item wizard	listing.pickup.estimateTitle	string	Delivery estimate (optional)	Odhad doručení (volitelné)	
09 · List item wizard	listing.pickup.heavyItem	string	Heavy item (over 50 lb)	Těžká položka (nad 50 lb)	
09 · List item wizard	listing.pickup.iCanDeliver	string	I can deliver	Mohu doručit	
09 · List item wizard	listing.pickup.iCanDeliverDesc	string	Round-trip delivery before start & after end	Doručení tam i zpět před začátkem a po konci	
09 · List item wizard	listing.pickup.inPerson	string	In-person pickup	Osobní vyzvednutí	
09 · List item wizard	listing.pickup.inPersonDesc	string	Meet renter at your location	Sejděte se s nájemcem u vás	
09 · List item wizard	listing.pickup.maxDistance	string	Max distance	Max. vzdálenost	
09 · List item wizard	listing.pickup.milesRoundTrip	string	miles (round trip)	mil (tam i zpět)	
09 · List item wizard	listing.pickup.pickHandoffHint	string	Pick at least one handoff option.	Vyberte alespoň jednu možnost předání.	
09 · List item wizard	listing.pickup.privacyAddress	string	Exact address is shared only with your confirmed renter — not on the public listing.	Přesná adresa se sdílí jen s potvrzeným nájemcem — ne na veřejné nabídce.	
09 · List item wizard	listing.pickup.privacyInstructions	string	Step-by-step access instructions and codes unlock at check-in with PIN — not before.	Pokyny k přístupu a kódy se odemknou při check-inu s PIN — ne dřív.	
09 · List item wizard	listing.pickup.privacyTitle	string	Two layers of privacy	Dvě vrstvy soukromí	
09 · List item wizard	listing.pickup.roundTripFee	string	Round-trip delivery fee	Poplatek za doručení tam i zpět	
09 · List item wizard	listing.pickup.subtitle	string	How renters get the item. Set your usual availability in the next step.	Jak nájemci získají věc. Obvyklou dostupnost nastavíte v dalším kroku.	
09 · List item wizard	listing.pickup.suggestedTotal	string	Suggested total	Navrhovaný součet	
09 · List item wizard	listing.pickup.title	string	Pickup & delivery	Vyzvednutí a doručení	
09 · List item wizard	listing.pickup.useThisPrice	string	Use this price	Použít tuto cenu	
09 · List item wizard	listing.pickup.usingEnteredFee	string	Using your entered fee (estimate is optional).	Používáte zadaný poplatek (odhad je volitelný).	
09 · List item wizard	listing.pickup.weightLbs	string	Weight (lbs)	Hmotnost (lb)	
09 · List item wizard	listing.pickup.weightPlaceholder	string	e.g. 85	např. 85	
09 · List item wizard	listing.pickup.weightRequired	string	 — required for delivery	 — povinné pro doručení	
09 · List item wizard	listing.published	string	Published	Zveřejněno	
09 · List item wizard	listing.qr.afterPublishing	string	After publishing you can:	Po zveřejnění můžete:	
09 · List item wizard	listing.qr.emailPrint	string	📧 Email it to yourself and print later	📧 Poslat e-mailem sobě a vytisknout později	
09 · List item wizard	listing.qr.printBulk	string	📄 Print single now, or print in bulk once all items are ready	📄 Vytisknout jeden teď, nebo hromadně, až budou všechny položky hotové	
09 · List item wizard	listing.qr.printLabel	string	🖨️ Print on an Avery-compatible self-adhesive label sheet — or regular paper + clear tape on top	🖨️ Vytisknout na Avery samolepicí štítky — nebo obyčejný papír + čirou pásku	
09 · List item wizard	listing.qr.publishBeforePrint	string	Your listing goes live with a QR ready. Print stickers later — or in bulk — and use the code at handoff when a rental starts.	Nabídka jde živě s připraveným QR. Nálepky vytisknete později — nebo hromadně — a kód použijete při předání na začátku půjčky.	
09 · List item wizard	listing.qr.requiredBody	string	It keeps every handoff traceable, improves security, and supports deposit protection if something goes wrong.	Každé předání je dohledatelné, zlepšuje bezpečnost a podporuje ochranu kauce, když se něco pokazí.	
09 · List item wizard	listing.qr.requiredTitle	string	QR code is required	QR kód je povinný	
09 · List item wizard	listing.qr.subtitle	string	A unique QR code identifies your item and confirms every handoff.	Jedinečný QR kód identifikuje položku a potvrzuje každé předání.	
09 · List item wizard	listing.qr.tip	string	The QR improves security and traceability: every pickup/return scan creates a timestamped record for both sides.	QR zlepšuje bezpečnost a dohledatelnost: každý scan při vyzvednutí/vrácení vytvoří časový záznam pro obě strany.	
09 · List item wizard	listing.qr.title	string	Make it trackable	Udělejte ji sledovatelnou	
09 · List item wizard	listing.qrSetup	string	QR setup	Nastavení QR	
09 · List item wizard	listing.returnToPreviousQr	string	You can return to your previous QR setup anytime.	K předchozímu nastavení QR se můžete kdykoli vrátit.	
09 · List item wizard	listing.review.availableDefault	string	Available · Mon–Fri 9am–5pm	Dostupné · Po–Pá 9:00–17:00	
09 · List item wizard	listing.review.free	string	Free	Zdarma	
09 · List item wizard	listing.review.freeGiveaway	string	Free giveaway	Dar zdarma	
09 · List item wizard	listing.review.goPublicCta	string	Go public →	Jít veřejně →	
09 · List item wizard	listing.review.handoffAdjustHint	string	Pickup hours and delivery — adjust after publishing in My Garage.	Hodiny vyzvednutí a doručení — upravíte po zveřejnění v Moje garáž.	
09 · List item wizard	listing.review.handoffContactless	string	Contactless	Bezkontaktně	
09 · List item wizard	listing.review.handoffDelivery()	fn	Delivery ≤{{1}} mi · $undefined round tripundefined	Doručení ≤{{1}} mi · $undefined tam i zpětundefined	
09 · List item wizard	listing.review.handoffDeliveryNoFee()	fn	Delivery ≤{{1}} miundefined	Doručení ≤{{1}} miundefined	
09 · List item wizard	listing.review.handoffHeavy	string	Heavy item	Těžká položka	
09 · List item wizard	listing.review.handoffInPerson	string	In-person	Osobně	
09 · List item wizard	listing.review.handoffNotSet	string	Not set	Nenastaveno	
09 · List item wizard	listing.review.modes	string	Modes	Režimy	
09 · List item wizard	listing.review.nearby	string	nearby	poblíž	
09 · List item wizard	listing.review.opening	string	Opening…	Otevírám…	
09 · List item wizard	listing.review.paused	string	Paused	Pozastaveno	
09 · List item wizard	listing.review.priceSet	string	Price set	Cena nastavena	
09 · List item wizard	listing.review.ratePerDay()	fn	{{1}}/day	{{1}}/den	
09 · List item wizard	listing.review.rateSet	string	Rate set	Sazba nastavena	
09 · List item wizard	listing.review.rent	string	Rent	Půjčit	
09 · List item wizard	listing.review.saveChanges	string	Save changes	Uložit změny	
09 · List item wizard	listing.review.saving	string	Saving...	Ukládám...	
09 · List item wizard	listing.review.sell	string	Sell	Prodat	
09 · List item wizard	listing.review.subtitle	string	This is how renters will see your listing.	Takto uvidí nabídku nájemci.	
09 · List item wizard	listing.review.tipEditing	string	Review your changes, then save — your QR and listing status stay as they are.	Zkontrolujte změny a uložte — QR a stav nabídky zůstanou jak jsou.	
09 · List item wizard	listing.review.tipNew	string	Next: sign in to publish. Connecting a bank (via Stripe) is optional — do it when you want to receive card payments.	Další: přihlášení a publikace. Připojení banky (přes Stripe) je volitelné — až budete chtít přijímat platby kartou.	
09 · List item wizard	listing.review.title	string	Ready to go live?	Připraveni jít živě?	
09 · List item wizard	listing.review.untitled	string	Untitled item	Bez názvu	
09 · List item wizard	listing.saved	string	Saved	Uloženo	
09 · List item wizard	listing.savedFinishQr	string	Live — print stickers anytime from My Garage	Živě — nálepky vytisknete kdykoli z Garáže	
09 · List item wizard	listing.sellerSetup	string	Seller setup	Nastavení prodejce	
09 · List item wizard	listing.stepOf()	fn	Step {{1}} of undefined	Krok {{1}} z undefined	
09 · List item wizard	listing.steps.detailsPricing	string	Details & pricing	Detaily a ceny	
09 · List item wizard	listing.steps.photos	string	Photos	Fotky	
09 · List item wizard	listing.steps.reviewPublish	string	Review & publish	Kontrola a zveřejnění	
09 · List item wizard	listing.success.backToListings	string	Back to my listings	Zpět na moje nabídky	
09 · List item wizard	listing.success.isOn	string	is on	je na	
09 · List item wizard	listing.success.payoutNudgeBody	string	Neighbors can see your listing. Connect finances when you want card payments to reach your bank.	Sousedé už nabídku vidí. Připojte finance, až budete chtít, aby platby kartou šly na váš účet.	
09 · List item wizard	listing.success.payoutNudgeCta	string	Connect finances	Připojit finance	
09 · List item wizard	listing.success.payoutNudgeTitle	string	Ready to get paid?	Chcete dostat zaplaceno?	
09 · List item wizard	listing.success.previewAsNeighbor	string	Preview as a neighbor	Náhled jako soused	
09 · List item wizard	listing.success.shareListing	string	Share listing	Sdílet nabídku	
09 · List item wizard	listing.success.title	string	You're live!	Jste živě!	
10 · Address picker	addressPicker.anyState	string	Any state	Libovolný stát	
10 · Address picker	addressPicker.changeAddress	string	Change address	Změnit adresu	
10 · Address picker	addressPicker.country	string	Country	Země	
10 · Address picker	addressPicker.fullAddressOptional	string	Full address optional — ZIP or city works too	Celá adresa je volitelná — stačí PSČ nebo město	
10 · Address picker	addressPicker.hide	string	Hide	Skrýt	
10 · Address picker	addressPicker.listingsNearZip	string	Listings shown near this ZIP or city	Nabídky poblíž tohoto PSČ nebo města	
10 · Address picker	addressPicker.narrowToState	string	Narrow search to a state (recommended)	Zúžit hledání na stát (doporučeno)	
10 · Address picker	addressPicker.needsStateHint	string	Select your state above — otherwise short street names match many places across the US.	Vyberte výše stát — jinak krátké názvy ulic najdou spoustu míst napříč USA.	
10 · Address picker	addressPicker.nothingFound()	fn	Nothing found. Try {{1}} in undefined undefined.	Nic nenalezeno. Zkuste {{1}} v undefined undefined.	
10 · Address picker	addressPicker.rentalsSortedNearest	string	Rentals sorted nearest to this spot	Půjčky seřazené od nejbližšího místa	
10 · Address picker	addressPicker.searching	string	Searching city and postal database…	Prohledávám databázi měst a PSČ…	
10 · Address picker	addressPicker.searchingInCountry()	fn	Searching in {{1}} undefined — e.g. undefined	Hledám v {{1}} undefined — např. undefined	
10 · Address picker	addressPicker.searchingInState()	fn	Searching in {{1}} — include ZIP when possible	Hledám v {{1}} — pokud možno uveďte PSČ	
10 · Address picker	addressPicker.show	string	Show	Zobrazit	
10 · Address picker	addressPicker.suggestionsAria	string	Address suggestions	Návrhy adres	
10 · Address picker	addressPicker.zipOrCityExample()	fn	ZIP or city — e.g. {{1}}	PSČ nebo město — např. {{1}}	
10 · Host listing manage	hostListing.addToBulk	string	Add to bulk	Přidat do hromadného	
10 · Host listing manage	hostListing.availabilityTimesHint	string	Format: weekdayStart,weekdayEnd,weekendStart,weekendEnd (HH:MM).	Formát: začátekVšední,konecVšední,začátekVíkend,konecVíkend (HH:MM).	
10 · Host listing manage	hostListing.availabilityTimesValue()	fn	Weekdays {{1}} · Weekend undefined	Všední dny {{1}} · Víkend undefined	
10 · Host listing manage	hostListing.back	string	Back	Zpět	
10 · Host listing manage	hostListing.bulkPrint()	fn	🖨️ Bulk print ({{1}})	🖨️ Hromadný tisk ({{1}})	
10 · Host listing manage	hostListing.cancel	string	Cancel	Zrušit	
10 · Host listing manage	hostListing.clearBulkQueue	string	Clear bulk queue	Vymazat hromadnou frontu	
10 · Host listing manage	hostListing.dailyPriceRequired	string	Daily price is required.	Denní cena je povinná.	
10 · Host listing manage	hostListing.deleteConfirm	string	Delete permanently? This cannot be undone.	Smazat natrvalo? Tuto akci nelze vrátit.	
10 · Host listing manage	hostListing.deleteFailed	string	Could not delete listing. Try again.	Nabídku se nepodařilo smazat. Zkuste znovu.	
10 · Host listing manage	hostListing.deleteListing	string	Delete listing	Smazat nabídku	
10 · Host listing manage	hostListing.deleting	string	Deleting…	Mažu…	
10 · Host listing manage	hostListing.deliveryAvailable	string	Available	Dostupné	
10 · Host listing manage	hostListing.deliveryNone	string	None	Žádné	
10 · Host listing manage	hostListing.descriptionPlaceholder	string	Describe the item, what's included, and any rules.	Popište věc, co je v ceně a případná pravidla.	
10 · Host listing manage	hostListing.details	string	Details	Podrobnosti	
10 · Host listing manage	hostListing.editAria()	fn	Edit {{1}}	Upravit {{1}}	
10 · Host listing manage	hostListing.editDailyPrice	string	Daily price	Denní cena	
10 · Host listing manage	hostListing.editMinimumRental	string	Minimum rental	Minimální půjčka	
10 · Host listing manage	hostListing.editTitle()	fn	Edit {{1}}	Upravit {{1}}	
10 · Host listing manage	hostListing.enterNumber	string	Enter a number.	Zadejte číslo.	
10 · Host listing manage	hostListing.enterValidNumber	string	Enter a valid number.	Zadejte platné číslo.	
10 · Host listing manage	hostListing.errorNoBulkItems	string	No items in bulk queue yet.	Ve hromadné frontě zatím nic není.	
10 · Host listing manage	hostListing.errorPdfGenerate	string	Could not generate PDF. Please try again.	PDF se nepodařilo vytvořit. Zkuste to znovu.	
